Spiel, Gesamt, Zusammenfassung, Aufbau, Erweiterbarkeit, Komplexität, Material, Platzbedarf, Spieleranzahl, Spieldauer
Die Schlacht von Runedar, 19, Verteidigt eure Festung vor der sich nähernden Ork-Armee und grabt einen Tunnel um euch und euer Gold in Sicherheit zu bringen, 2, 0, 3, 4, 3, 4, 3
